Student Name,Student ID,Major,Most Consistent Payment Day
Cody Potts,SID1699,Literature,19
Karen Simpson,SID1700,Medicine,13
Mindy Durham,SID1701,Engineering,1
Sandra Morales,SID1702,Art,7
Russell Sawyer,SID1703,Engineering,20
Andrew Evans,SID1704,Medicine,18
Dawn Acevedo,SID1705,Psychology,20
Leah Frazier,SID1706,Engineering,21
Evelyn Davis,SID1707,Computer Science,9
Robert Ballard,SID1708,Philosophy,6
Terry Lynch,SID1709,Economics,8
Larry Taylor,SID1710,Psychology,11
Joe Simmons,SID1711,Literature,27
Rebecca Mora,SID1712,Computer Science,18
Michelle Wilson,SID1713,History,27
Melissa Baker,SID1714,Psychology,26
Caroline Miller,SID1715,Philosophy,8
James Coleman,SID1716,Biology,1
Robert Rodriguez,SID1717,Philosophy,22
Casey Terry,SID1718,Computer Science,3
Kelly Flores,SID1719,Psychology,23
Kelsey Taylor,SID1720,Physics,28
Brandi Gaines,SID1721,Mathematics,7
Dawn Brady,SID1722,Computer Science,1
Rachel Mcfarland,SID1723,Computer Science,19
Michael Daugherty,SID1724,Literature,14
Jennifer White,SID1725,Economics,18
Jeffery Graham,SID1726,Psychology,24
Donna Garcia,SID1727,Literature,28
Gregory Campbell,SID1728,Economics,24
Crystal Chen,SID1729,Literature,10
Kevin Howard,SID1730,Computer Science,7
Nathaniel Reed,SID1731,Art,1
Wesley Adams,SID1732,Art,11
Kathleen Nguyen,SID1733,Economics,1
Tyler Young,SID1734,Medicine,22
Anthony Ferguson,SID1735,Mathematics,21
David Mccoy,SID1736,Biology,9
Michael Richardson,SID1737,Mathematics,22
James Martin,SID1738,Economics,10
John Padilla,SID1739,Biology,9
Albert Moses,SID1740,Biology,19
Steven Shea,SID1741,Physics,25
Rita Caldwell,SID1742,Medicine,28
David Ayala,SID1743,Biology,21
James Cruz,SID1744,Art,10
Nicole Patterson,SID1745,Philosophy,3
Jeremy Crane,SID1746,Economics,5
Jessica Ward,SID1747,Economics,11
Mrs. Karen Stevens MD,SID1748,Mathematics,5
Donald Robinson,SID1749,Psychology,9
Julia Smith,SID1750,Physics,1
Sandra Bright,SID1751,Psychology,24
Tyler Mills,SID1752,Economics,23
Michele Larson,SID1753,Biology,17
Leah Mata,SID1754,History,7
Jacob Ross,SID1755,Engineering,5
Jasmine Ray,SID1756,Physics,20
Vanessa Monroe,SID1757,Computer Science,26
Zachary Rodriguez,SID1758,Mathematics,16
Gregory Valdez,SID1759,Medicine,26
Gary Matthews,SID1760,Biology,18
Victoria Sanchez,SID1761,Computer Science,25
John Ferguson,SID1762,Engineering,13
Dennis Alvarado,SID1763,Engineering,21
Katie Reid,SID1764,Physics,4
David Hopkins,SID1765,History,1
Katherine Harris,SID1766,Biology,1
Elizabeth Hicks,SID1767,Literature,6
Steven Henderson,SID1768,Psychology,20
Jessica Guzman,SID1769,Physics,19
Darren Bruce,SID1770,Art,16
William Mendez,SID1771,Computer Science,17
Heidi Wilson,SID1772,Engineering,10
David Wilson,SID1773,Engineering,9
Ruth Phillips,SID1774,Economics,10
Tammy Garrett,SID1775,History,17
Gary Gomez,SID1776,Psychology,25
Michelle Carey,SID1777,Computer Science,16
Susan Avery,SID1778,Medicine,22
Brian Perez,SID1779,Philosophy,3
Emily Gonzalez,SID1780,Biology,25
Erica Booth,SID1781,Literature,24
William Marsh,SID1782,History,19
Christopher Chen,SID1783,History,15
Joseph Johnson,SID1784,Mathematics,24
Dr. Renee James,SID1785,Medicine,24
Sara Phillips,SID1786,History,6
Bethany Bates,SID1787,Philosophy,15
Kim Johnson,SID1788,Economics,26
Donald Ramos,SID1789,Physics,26
Danny Huff,SID1790,History,22
Mr. Patrick Smith MD,SID1791,Physics,12
Sara Daniels,SID1792,Engineering,21
Tracy Warren,SID1793,Literature,18
Mary Evans,SID1794,Engineering,8
Tamara Perez,SID1795,Computer Science,12
Lauren Bright,SID1796,Medicine,5
Caroline Smith,SID1797,Economics,19
Gabriel Hale,SID1798,Psychology,6
Alan Cunningham,SID1799,Psychology,14
John Webster,SID1800,History,12
Diane Rush,SID1801,Economics,12
Crystal Montgomery,SID1802,Engineering,15
Mr. Brian Harris PhD,SID1803,Physics,20
Thomas West,SID1804,Literature,23
Michelle Evans,SID1805,Philosophy,24
Katie Henderson,SID1806,History,10
Grant May,SID1807,Medicine,5
Jessica Navarro,SID1808,Medicine,6
Margaret Ingram,SID1809,Mathematics,14
Maria Woods,SID1810,Physics,26
Jennifer Doyle,SID1811,Computer Science,6
Stephanie Rivas,SID1812,Physics,1
Dr. Krystal Schwartz DDS,SID1813,Mathematics,3
Michael Jackson MD,SID1814,Psychology,25
James Young,SID1815,Engineering,26
Alexis Calhoun,SID1816,History,2
Sean Green,SID1817,Philosophy,2
Marcus Newman,SID1818,History,14
Kathryn Johnson,SID1819,Economics,25
Crystal Blanchard,SID1820,Computer Science,16
Tara Monroe,SID1821,Psychology,12
Breanna George,SID1822,Mathematics,4
Anthony Bartlett,SID1823,Art,10
Raven Cardenas,SID1824,Computer Science,9
David Williams,SID1825,Art,26
Taylor Torres,SID1826,Biology,12
Tiffany Orr,SID1827,Medicine,11
Gary Fitzpatrick,SID1828,Art,16
Dennis Lee,SID1829,Mathematics,21
Samantha Williams,SID1830,Mathematics,25
Antonio Jones,SID1831,Psychology,4
Candice Johnson,SID1832,Medicine,17
Benjamin Kim,SID1833,Literature,27
Dalton Porter,SID1834,History,9
Mackenzie Malone,SID1835,History,10
James Smith,SID1836,Medicine,9
Laura Clark,SID1837,Engineering,3
Bryan Spencer,SID1838,Biology,25
Becky Martinez,SID1839,Biology,5
Dawn Erickson,SID1840,Art,9
Rebecca Carter,SID1841,Art,9
Gary Ellis,SID1842,Economics,5
Jorge Trevino,SID1843,Engineering,24
Francisco Sparks,SID1844,Mathematics,10
Mr. Marco Powell MD,SID1845,Literature,4
Brittney Wilson,SID1846,Psychology,2
Derek Macdonald,SID1847,Physics,6
Cindy Watson,SID1848,Engineering,9
Christina Anderson,SID1849,Biology,8
Jordan Anthony Jr.,SID1850,Computer Science,9
Barry Fletcher,SID1851,Biology,24
Laura Allen,SID1852,Art,21
Jeanette Davis,SID1853,Economics,2
Timothy Carrillo,SID1854,Psychology,8
Bianca Anderson,SID1855,Psychology,17
Patrick Bennett,SID1856,Computer Science,13
Sarah Alvarez,SID1857,History,21
Tami Ryan,SID1858,Medicine,6
Cynthia Phillips,SID1859,Physics,21
Justin Williams,SID1860,Medicine,22
Lindsey Allen,SID1861,Economics,3
Sarah Rice,SID1862,Medicine,1
Ryan Ramirez,SID1863,History,2
Kenneth Wolf,SID1864,Economics,2
Samantha Cordova,SID1865,Economics,14
James Roberts,SID1866,History,16
Elizabeth Norris,SID1867,Physics,21
Connie Padilla,SID1868,Psychology,7
Andrew Clark,SID1869,Literature,28
Eric Hill,SID1870,Philosophy,23
Jay Gonzales,SID1871,Mathematics,16
Steven Bennett,SID1872,Biology,2
George Frazier,SID1873,Psychology,15
Alicia York,SID1874,Engineering,24
Mary James,SID1875,Computer Science,16
Phillip Sharp,SID1876,Philosophy,3
Michelle Lawson,SID1877,Economics,19
Heather Wheeler,SID1878,Literature,25
Steven Moreno,SID1879,Biology,4
Jennifer Carey,SID1880,Psychology,27
David Howell,SID1881,Philosophy,11
David Baker,SID1882,Physics,9
Victoria Williams,SID1883,Psychology,7
Felicia Carroll,SID1884,Philosophy,4
Raven Thomas,SID1885,Computer Science,24
Taylor Chen,SID1886,Economics,21
Corey Smith,SID1887,Biology,15
Leslie Chandler,SID1888,History,6
Brandon Hicks,SID1889,Computer Science,27
Andrew Davidson,SID1890,Economics,22
Annette Trujillo,SID1891,Philosophy,18
Jeffery Prince,SID1892,History,15
Susan Barry,SID1893,Physics,3
Ryan White,SID1894,Psychology,18
Katie Ramos,SID1895,Computer Science,2
Joyce Fields,SID1896,Mathematics,21
Caitlin Higgins,SID1897,Psychology,23
Colin Diaz,SID1898,Economics,3
Jocelyn Sanders,SID1899,Medicine,9
Amanda Gonzalez,SID1900,Medicine,13
Rebecca Mitchell,SID1901,Psychology,7
Tara Gonzalez,SID1902,Art,26
Dawn Jones DDS,SID1903,Computer Science,26
Beth Day,SID1904,Art,24
Ralph Meyer,SID1905,Biology,16
Cynthia Tate,SID1906,Engineering,13
Samantha Floyd,SID1907,Mathematics,3
Rachel Myers,SID1908,Biology,26
Jordan Fry,SID1909,Economics,19
Tara Thompson,SID1910,Economics,22
Timothy Warren,SID1911,Mathematics,18
Christopher Ferrell,SID1912,Physics,28
Steven Miller,SID1913,Physics,14
Adam Johnson,SID1914,Biology,18
Jason Schmidt,SID1915,History,1
Mrs. Diana Simpson MD,SID1916,Engineering,3
Brandon Garcia,SID1917,Art,10
Beverly David,SID1918,Economics,18
Preston Atkins,SID1919,Medicine,4
David Rivera,SID1920,History,4
Kimberly Stevenson,SID1921,Engineering,16
Tina Vargas,SID1922,Physics,14
Mariah Miller,SID1923,Philosophy,7
Brian Barnes,SID1924,Art,26
Ashley Chambers,SID1925,Biology,17
Mark Gould,SID1926,Engineering,21
Wendy Porter,SID1927,Mathematics,28
Antonio White,SID1928,Psychology,9
Chad Garcia,SID1929,History,4
Melissa Miller,SID1930,Engineering,18
Bonnie Oliver,SID1931,Biology,10
Michael Berry,SID1932,Literature,19
Lisa Martin,SID1933,History,15
Savannah Young,SID1934,Mathematics,5
Teresa Allen,SID1935,Engineering,20
Alexander Reed,SID1936,Engineering,19
Gloria Thomas,SID1937,Philosophy,25
Kevin Reyes,SID1938,Philosophy,24
Laura Jones,SID1939,Philosophy,5
Daniel Baker,SID1940,Medicine,9
Raymond Smith,SID1941,Art,22
James Baker,SID1942,Biology,8
Mr. Ryan Rodriguez MD,SID1943,Philosophy,24
Craig Cantrell,SID1944,Biology,11
John Fowler,SID1945,Art,26
Jennifer Baker,SID1946,Philosophy,18
Martin Simpson,SID1947,Mathematics,1
Ryan Rodriguez,SID1948,Biology,25
Matthew Rodriguez,SID1949,Physics,1
Andrew Wise,SID1950,Engineering,25
Sara Brown,SID1951,History,14
Barry Jackson,SID1952,Computer Science,19
Makayla Roberts,SID1953,History,17
Charles Bryan,SID1954,Medicine,5
Stephanie Lee,SID1955,Biology,27
Jessica Mckinney,SID1956,History,26
Deborah Jackson,SID1957,Engineering,2
Charles Stevens,SID1958,Mathematics,7
David Estes,SID1959,Literature,15
Jeffrey Hall,SID1960,Economics,26
Darius Gardner,SID1961,Computer Science,21
Gregory Moore,SID1962,Literature,16
Joshua Wells,SID1963,History,23
Melinda Daniel,SID1964,History,16
Cindy Alvarez,SID1965,Biology,23
Jamie Harmon,SID1966,Mathematics,11
Alexis Hicks,SID1967,Economics,24
Lisa Arroyo,SID1968,Computer Science,16
Melissa Holden,SID1969,Medicine,13
Monica Garrett,SID1970,Psychology,3
Michelle Powell,SID1971,Psychology,2
Sarah Bush,SID1972,Philosophy,20
Michelle Williams,SID1973,Mathematics,12
Cassandra Mcmahon,SID1974,Medicine,22
Brian Aguilar,SID1975,Mathematics,22
Jennifer Walker,SID1976,Biology,2
Robin Gross,SID1977,Engineering,27
Tami Townsend,SID1978,Art,24
Kelly Herrera,SID1979,Psychology,12
Erika Brown,SID1980,Art,6
Zachary Barnett,SID1981,Physics,2
Sarah Meadows,SID1982,Engineering,18
Amanda Hall,SID1983,Mathematics,21
Sean Hunt,SID1984,Mathematics,28
Kimberly Matthews,SID1985,Literature,7
Ashley Hill,SID1986,Physics,17
Larry Johnson,SID1987,Computer Science,13
Jonathan Salinas,SID1988,Psychology,17
Roy Mcgee,SID1989,Philosophy,18
Kenneth Schmidt,SID1990,Medicine,2
Austin Wheeler,SID1991,Economics,18
Ronnie Sanchez,SID1992,Economics,18
Jasmine Dickson,SID1993,Mathematics,15
Angela Ford,SID1994,Computer Science,16
Robert Adams,SID1995,Art,3
Sarah Parks,SID1996,Medicine,17
Matthew Bishop,SID1997,Literature,8
Katherine Kim,SID1998,Medicine,18
Courtney Jenkins,SID1999,Mathematics,13
Dr. John Mcdonald,SID2000,Psychology,2
Nancy Allen,SID2001,Literature,8
Katherine Warner,SID2002,Mathematics,3
Joseph Contreras,SID2003,Physics,14
Jasmine Khan,SID2004,Philosophy,3
Martin Erickson,SID2005,Engineering,26
Kyle Matthews,SID2006,Philosophy,12
Joseph Acevedo,SID2007,Art,20
Frank Richardson,SID2008,Mathematics,27
Pamela Berry,SID2009,History,6
Kathryn Morton,SID2010,Literature,12
John Lewis,SID2011,Engineering,23
Jeffrey Smith,SID2012,Philosophy,18
Laura Velazquez,SID2013,Medicine,22
Kerry Anderson,SID2014,History,16
Amanda Bryant,SID2015,Engineering,2
Jonathan Mendoza,SID2016,Computer Science,18
Cindy Porter,SID2017,Philosophy,20
Gerald Jimenez,SID2018,Psychology,5
Leah Wilcox,SID2019,Mathematics,11
Alexandria Pierce DDS,SID2020,Psychology,16
John Andrews,SID2021,Engineering,9
Justin Moore,SID2022,Medicine,24
Donna Booker,SID2023,Physics,11
Carolyn Bradley,SID2024,Philosophy,28
Jessica Waters,SID2025,Psychology,9
Kristi Carlson,SID2026,Literature,15
Joseph Jordan,SID2027,Economics,11
Alvin Combs,SID2028,Computer Science,23
Laura Barajas,SID2029,Psychology,4
Samantha Schmidt,SID2030,Computer Science,20
David Turner,SID2031,Computer Science,19
Sandra Glover,SID2032,Biology,26
Michelle Wood,SID2033,Economics,9
Andrew Mendoza,SID2034,Physics,2
Brianna Flores,SID2035,Biology,25
Michelle Kelly,SID2036,Philosophy,19
Barry Bowman,SID2037,Economics,8
Jordan Bolton,SID2038,Literature,25
David Simpson,SID2039,Biology,1
Mary Scott,SID2040,Psychology,18
Melanie Graves,SID2041,Philosophy,3
Caitlin Lee,SID2042,Philosophy,17
Dana Bryan,SID2043,Biology,2
Danielle Small,SID2044,Economics,9
Lisa Castro,SID2045,Medicine,27
Mrs. Stephanie Lee,SID2046,Biology,10
Tracy Chen,SID2047,Mathematics,6
Cameron Perez,SID2048,History,16
Ashley Glass,SID2049,Biology,14
Amy Johnson,SID2050,Philosophy,1
Holly Sanchez,SID2051,Philosophy,7
Dr. Justin Alexander,SID2052,Psychology,14
Timothy Melendez,SID2053,History,20
Carol Alexander,SID2054,Biology,7
Kaitlin Kelly,SID2055,Psychology,10
Angela Mcdaniel,SID2056,Computer Science,6
Amy Martinez,SID2057,Computer Science,10
Aaron Carroll,SID2058,History,8
Katelyn Reynolds,SID2059,Mathematics,25
Lisa Robertson,SID2060,History,8
Carrie Stone,SID2061,Physics,23
Brenda Mills,SID2062,Computer Science,8
Lisa Jenkins,SID2063,History,2
Emily Burch,SID2064,Computer Science,26
William Baxter,SID2065,History,4
Christian Fowler,SID2066,Economics,14
Samuel Bush,SID2067,Economics,8
Nicholas Johnson,SID2068,History,9
Shelly Bell,SID2069,Mathematics,21
Lori Kidd,SID2070,Mathematics,7
Matthew Wagner,SID2071,History,9
Brenda Hall,SID2072,Psychology,8
Scott Gibson,SID2073,Engineering,22
Maria Bowen,SID2074,Philosophy,8
Crystal Bishop,SID2075,Economics,12
Morgan Khan,SID2076,Biology,6
Jose Anderson,SID2077,Economics,23
James Meadows,SID2078,Psychology,10
Mr. Jason Flores,SID2079,Economics,23
Karen Ellis,SID2080,Literature,19
Lisa Bennett,SID2081,Philosophy,21
Angela Cunningham,SID2082,History,6
Jennifer Chaney,SID2083,Psychology,8
Barbara Hansen,SID2084,Medicine,28
Sarah Bailey,SID2085,Medicine,3
Melinda Smith,SID2086,Art,16
Stephen Wheeler,SID2087,Economics,24
Jose Holt,SID2088,Economics,23
Lisa Swanson,SID2089,Medicine,13
Joann Moyer,SID2090,Art,17
Gabrielle Owens,SID2091,Economics,12
Holly Elliott,SID2092,Biology,12
Anthony Jones,SID2093,Physics,1
Michael Barton,SID2094,Economics,15
Nicole Jensen,SID2095,Philosophy,4
Jesse King,SID2096,History,1
Laura Johnson,SID2097,Mathematics,22
Ashley Fisher,SID2098,Physics,22
Eric Ruiz,SID2099,Philosophy,28
Bradley Saunders,SID2100,History,22
Jessica Nelson MD,SID2101,Computer Science,10
Timothy Caldwell,SID2102,Art,27
Wesley Meyer,SID2103,History,10
Randy King,SID2104,Philosophy,12
Heather Bryant,SID2105,Philosophy,8
Jennifer Levy,SID2106,Engineering,5
Nancy Stevens,SID2107,Medicine,14
Justin Rogers,SID2108,Psychology,5
Emily Thompson,SID2109,Art,2
Jessica Jefferson,SID2110,Engineering,9
Wanda Franklin,SID2111,Medicine,25
Douglas Snow,SID2112,Art,12
Christine Gordon,SID2113,Philosophy,27
William Chapman,SID2114,Mathematics,25
Hannah Zimmerman,SID2115,Biology,14
Keith Miller,SID2116,Literature,25
Emily Mcneil,SID2117,Computer Science,13
Janet Baker,SID2118,Biology,11
Bryce Porter,SID2119,Physics,15
Carolyn Cochran,SID2120,Philosophy,8
Mikayla Morton,SID2121,Economics,26
Patrick Wade,SID2122,Computer Science,1
Julie Dean,SID2123,Mathematics,19
John Hughes,SID2124,Philosophy,6
Amber Vasquez,SID2125,Medicine,26
Joshua Johnson,SID2126,Psychology,14
Melissa Johnson,SID2127,Philosophy,19
Kayla Williams,SID2128,History,18
Joseph Lopez,SID2129,Philosophy,16
Ronald Hatfield,SID2130,Philosophy,18
John Wade,SID2131,Engineering,1
Regina Guerrero,SID2132,Philosophy,3
Christy Wilson,SID2133,Biology,26
Renee Fuentes,SID2134,History,27
Adam Shields,SID2135,Philosophy,4
Heather Flores,SID2136,Mathematics,26
Theresa Vaughan,SID2137,Art,13
Shawn Thomas,SID2138,Biology,11
Ann Moore,SID2139,Computer Science,23
Eric Reilly,SID2140,Economics,7
Joseph Blackburn,SID2141,Biology,16
Mrs. Kristie Parker,SID2142,Philosophy,9
Tiffany Young,SID2143,Economics,6
Joel Nunez,SID2144,History,25
Carly Frank,SID2145,Psychology,5
Kimberly Turner,SID2146,Biology,16
Karen Juarez,SID2147,Literature,25
Virginia Murphy,SID2148,Art,22
Derek Wilson,SID2149,Biology,27
Katherine Davidson,SID2150,Engineering,4
Laura Cooper,SID2151,Psychology,16
Sherry Taylor,SID2152,Biology,5
Tommy Lee,SID2153,Psychology,21
Joshua Miller,SID2154,Literature,11
Jasmine Hill,SID2155,Psychology,13
Melissa Stewart,SID2156,Psychology,19
Amanda Montgomery,SID2157,Philosophy,15
Kimberly Perry,SID2158,Mathematics,7
Jeremy Taylor,SID2159,Psychology,18
Jeremy Parsons,SID2160,Biology,15
Scott Jordan,SID2161,Engineering,17
James Smith,SID2162,Engineering,12
Nancy Jones,SID2163,Literature,13
Lauren Roth,SID2164,Engineering,11
Susan Reyes,SID2165,Art,25
Dana Montes,SID2166,Computer Science,6
Gloria Flores,SID2167,History,21
James Phelps,SID2168,Computer Science,27
Erin Harris,SID2169,Mathematics,15
Sean Spencer,SID2170,Engineering,27
Terry Smith,SID2171,Computer Science,11
Maria Taylor,SID2172,Psychology,13
Cassie Taylor,SID2173,Psychology,15
Bonnie Rice,SID2174,Philosophy,5
Erin Beck,SID2175,Medicine,4
Jerome Hernandez,SID2176,Literature,5
Taylor Wood,SID2177,Physics,5
Heather Anderson,SID2178,Economics,21
Kevin Cunningham,SID2179,Computer Science,23
Joshua Brown,SID2180,Medicine,3
William Schneider,SID2181,Art,8
Michael Roach,SID2182,Biology,21
Tina Estes,SID2183,Mathematics,17
Matthew Braun,SID2184,Economics,9
Nathan Powell,SID2185,Computer Science,4
Courtney Watkins,SID2186,Biology,25
Christopher Goodman,SID2187,Psychology,7
Michelle Hartman,SID2188,Biology,16
Jeff Lewis,SID2189,Biology,26
Jonathan Garcia,SID2190,Economics,12
Charles Shaw,SID2191,Philosophy,21
Amy Weber,SID2192,Literature,20
Christopher Shea,SID2193,Medicine,10
Evan Hurst,SID2194,Art,13
Michael Little,SID2195,Medicine,15
Arthur Fowler,SID2196,Art,8
Kristina Shannon,SID2197,Philosophy,5
Stefanie Gilbert,SID2198,Philosophy,5
John Watkins,SID2199,Medicine,6
Traci Jensen,SID2200,Literature,15
Christine Williams,SID2201,Literature,4
Cheryl Leonard,SID2202,Mathematics,13
Jamie Hunter,SID2203,Engineering,12
Rebecca Bush,SID2204,Biology,25
Diane Mendoza,SID2205,History,14
Duane Fox,SID2206,Philosophy,14
Alicia Meyer,SID2207,Medicine,5
Angela Fuller,SID2208,Philosophy,13
Jennifer Mullen,SID2209,Mathematics,28
Terry Edwards,SID2210,Literature,14
Tracey Alvarez,SID2211,Literature,12
Rachel Gray,SID2212,Literature,16
Michael Chapman,SID2213,History,13
Marissa Leonard,SID2214,Engineering,23
Emily Pearson,SID2215,Psychology,6
Michele Williams,SID2216,Philosophy,5
Paul Caldwell,SID2217,Literature,21
Amy Johnson,SID2218,Biology,8
Mary Owens,SID2219,Computer Science,4
John Ramsey,SID2220,Philosophy,19
Wesley Bryant,SID2221,Medicine,10
Stephen Hartman,SID2222,Psychology,23
Diana Stewart,SID2223,Biology,4
Virginia Logan,SID2224,Mathematics,25
Kelsey Mckee,SID2225,Engineering,25
James Cruz,SID2226,Engineering,7
Jesus Roy,SID2227,Literature,27
Mary Watts,SID2228,Physics,1
Jerry Collins,SID2229,History,7
Robert Williams,SID2230,Engineering,26
Matthew Short,SID2231,History,4
John Wagner,SID2232,Economics,21
Richard Hood,SID2233,Psychology,13
James Clements,SID2234,Philosophy,11
Christopher Martinez,SID2235,Biology,21
Samantha Morgan,SID2236,Engineering,8
Jeffrey Goodman,SID2237,Computer Science,17
Kelsey Randolph,SID2238,Medicine,20
Mackenzie Edwards,SID2239,Mathematics,19
Stephen Christian,SID2240,Biology,12
Brian Cisneros,SID2241,Philosophy,19
Katrina Cole,SID2242,Economics,7
Evan Chavez,SID2243,Psychology,3
Laurie Becker,SID2244,Medicine,18
Gregory Sanchez,SID2245,Medicine,23
Steven Cole,SID2246,Economics,18
Amber Scott,SID2247,Psychology,24
Richard Clay,SID2248,Engineering,11
Anthony Barnes,SID2249,Economics,12
Susan Pearson,SID2250,Medicine,11
Dr. Sandra Ramirez,SID2251,Physics,22
Nancy Chen,SID2252,Art,12
Michael Greene,SID2253,Psychology,4
Kimberly Woods,SID2254,Art,11
Gabrielle Butler,SID2255,Engineering,14
Walter Bautista,SID2256,Computer Science,15
Edward Vasquez,SID2257,Engineering,25
Amy Bryant DDS,SID2258,Economics,4
Gerald Anderson,SID2259,Art,1
Derrick Cabrera,SID2260,Engineering,8
Wanda Turner,SID2261,Art,11
Nancy Jones,SID2262,Art,25
Monique Stevens MD,SID2263,History,12
Alexander Fletcher,SID2264,Art,3
Amy Ho,SID2265,Biology,4
Robert King,SID2266,Engineering,13
David Pena,SID2267,Economics,23
Andrew Martinez,SID2268,Biology,27
Derrick Wagner,SID2269,Art,5
Joseph Garrett,SID2270,Psychology,20
Wendy Nguyen,SID2271,History,28
Jason Nelson,SID2272,Biology,20
Christine Lawrence,SID2273,Computer Science,28
Jennifer Duncan,SID2274,Physics,12
Wanda Crawford,SID2275,Biology,21
Luis Dalton,SID2276,Economics,20
Christopher Gill,SID2277,Mathematics,21
Jason Randolph,SID2278,Medicine,13
James Jacobs,SID2279,Physics,16
